id,race,sex,score,true_label,predicted_label,true-pred,score-adv
864,0,0,1.382075191,0,1,-1,-0.224586979
2758,0,0,-4.053269863,0,0,0,3.411317348
8819,1,1,-4.245016575,0,0,0,3.52606678
5971,1,0,-4.569824219,0,0,0,3.71739006
9733,0,0,-2.132707357,1,0,1,2.195721865
1634,1,0,-4.458453178,0,0,0,3.65222764
3722,0,0,-0.67835778,1,0,1,1.212362051
8991,0,0,2.84781003,1,1,0,-1.241536617
6377,1,0,-1.216697097,1,0,1,1.581074715
7125,0,1,-1.781539798,0,0,0,1.962256551
5150,0,0,-4.529980659,0,0,0,3.694130898
4937,1,0,-4.49544239,0,0,0,3.673920631
5045,1,1,-0.470131665,0,0,0,1.068596363
7820,0,0,-3.498808146,1,0,1,3.072275639
3420,0,0,-4.373680115,0,0,0,3.602319241
10328,0,0,-2.900079012,0,0,0,2.694837093
7449,0,0,2.10744071,1,1,0,-0.730550289
9690,0,1,-4.50518322,0,0,0,3.679625273
10719,0,0,-2.900791645,0,0,0,2.69529295
5160,0,0,0.397671074,0,1,-1,0.464609742
3492,0,0,-0.266720444,0,0,0,0.927643895
9463,0,0,-4.328008652,0,0,0,3.575320959
4404,0,1,-1.30177319,1,0,1,1.638892889
8224,0,0,-4.343821526,0,0,0,3.584677458
7485,0,0,-4.60585022,1,0,1,3.738369703
9578,0,0,-0.408890098,0,0,0,1.026209235
5168,0,0,2.614295483,1,1,0,-1.081166387
1700,0,0,-3.741415024,1,0,1,3.221917629
1613,0,0,-3.838640928,0,0,0,3.281328678
4342,0,0,0.320094854,1,1,0,0.518832803
8771,0,0,-4.924238205,0,0,0,3.921642303
3455,0,1,-4.208212852,0,0,0,3.504144192
8971,0,0,-2.764239311,0,0,0,2.607679605
8504,1,0,-0.938729703,1,0,1,1.391273737
6336,0,0,0.282230407,1,1,0,0.545287013
3234,1,0,-3.489626646,0,0,0,3.066574335
5140,0,0,-4.375927448,1,0,1,3.603645325
4023,1,1,-4.959166527,0,0,0,3.941511869
2038,1,0,-3.307455778,0,0,0,2.952877283
3260,0,0,0.721724689,1,1,0,0.237841636
4238,0,0,-1.836654782,1,0,1,1.999089122
3431,0,1,-4.678249359,0,0,0,3.780382872
10871,1,1,-4.964743614,0,0,0,3.944679737
1292,1,0,-4.878135681,0,0,0,3.895344257
1488,0,0,-3.596235514,1,0,1,3.132606506
6203,0,0,-3.472081661,0,0,0,3.055670977
6227,0,1,-1.312596202,1,0,1,1.646238685
7969,0,0,-2.840425491,0,0,0,2.656629086
5015,1,0,-4.057641506,1,0,1,3.413948059
2678,0,0,-2.998585224,0,0,0,2.757699013
9548,1,1,-4.884587288,0,0,0,3.899029732
1797,0,1,-1.204937816,1,0,1,1.573072553
8343,0,0,0.556533635,1,1,0,0.353484631
7026,0,0,-2.141436815,0,0,0,2.201487303
2099,0,1,-4.706579685,0,0,0,3.796768904
9359,1,0,-4.061066151,0,0,0,3.416008472
8586,0,0,-4.919121742,0,0,0,3.918727636
4416,1,0,-4.778406143,0,0,0,3.838176966
2405,0,1,-3.793520212,0,0,0,3.25379777
10456,0,0,-0.441037208,1,0,1,1.048464775
8471,0,0,-1.807385445,1,0,1,1.979537368
7250,0,0,-3.141522646,0,0,0,2.848391294
5010,0,0,3.176593542,1,1,0,-1.465824604
2281,0,0,-4.419089317,1,0,1,3.629086018
1624,0,0,0.764474094,1,1,0,0.207904264
869,1,0,-2.1133039,0,0,0,2.18289876
8897,0,0,-4.447497845,0,0,0,3.645792961
10389,1,0,-0.387954533,0,0,0,1.011708975
10169,1,0,-1.780186534,1,0,1,1.961351275
8307,0,1,-3.535178185,0,0,0,3.094834566
5701,0,0,-2.336424828,1,0,1,2.329772472
4026,0,1,-4.070250511,1,0,1,3.421532393
2867,1,0,-4.06805706,0,0,0,3.420212984
2961,0,0,-3.07407093,1,0,1,2.805672169
10839,0,0,2.787382364,1,1,0,-1.200116754
3855,1,0,-5.023776531,0,0,0,3.978140831
6852,1,0,-4.005216599,1,0,1,3.382354259
5358,0,0,-3.664591074,1,0,1,3.174746037
7304,1,0,-3.991589785,0,0,0,3.374126673
9831,0,0,-4.030504227,1,0,1,3.397606134
10795,0,0,-2.240101099,1,0,1,2.266521692
5179,0,0,3.986853361,1,1,0,-2.009416103
2245,1,1,-3.606959105,0,0,0,3.139227629
8746,1,0,-2.973173857,0,0,0,2.741510868
6075,0,0,1.522900701,1,1,0,-0.323075473
10838,0,1,-2.464034319,1,0,1,2.413192511
4371,1,0,-5.216334343,0,0,0,4.086343288
6402,0,1,-4.165052414,0,0,0,3.478373051
5342,1,0,-3.590391636,0,0,0,3.128996611
5765,0,0,2.080971956,0,1,-1,-0.712160528
3958,1,0,-4.747509003,0,0,0,3.820389032
5270,0,0,-3.469432592,0,0,0,3.05402422
9844,1,0,-4.876083851,1,0,1,3.894172192
2639,0,0,-4.266333103,0,0,0,3.538741589
8676,0,0,-3.776334763,0,0,0,3.243293524
10556,0,1,-4.110025406,0,0,0,3.445419312
8633,1,0,-1.712348342,1,0,1,1.915920734
3990,0,0,-1.53678596,1,0,1,1.797885776
7989,0,0,0.180375606,1,0,1,0.616405904
152,0,0,-3.406912327,0,0,0,3.015083551
8289,1,0,-2.085675478,0,0,0,2.164624691
4022,1,1,-1.437641263,0,0,0,1.730944753
5455,1,1,-4.24783802,0,0,0,3.527745485
9233,0,1,-3.821086645,0,0,0,3.270626307
6686,1,0,-4.10969162,1,0,1,3.445219278
8065,0,0,-3.437772036,1,0,1,3.034319878
5062,1,1,-2.178025246,1,0,1,2.225633383
7974,0,0,-4.560018063,1,0,1,3.711671591
1314,0,0,3.923711061,1,1,0,-1.96758461
4582,0,1,-2.220311403,0,0,0,2.253496885
5762,1,1,-4.930580139,1,0,1,3.925253391
5826,1,0,-5.054305077,0,0,0,3.995392323
7362,0,1,1.977886558,1,1,0,-0.640475333
2027,0,0,-2.243607759,1,0,1,2.268828392
442,1,0,-3.871914864,1,0,1,3.301586151
7482,0,0,-2.648928881,1,0,1,2.533275127
1145,0,0,-1.668679357,1,0,1,1.886622429
2740,0,0,-2.48522687,1,0,1,2.427003384
4029,0,0,-4.08749485,1,0,1,3.431895256
537,0,0,-3.67589736,0,0,0,3.181701183
3333,1,0,-4.32887125,1,0,1,3.575831652
5272,1,0,-4.690005302,0,0,0,3.787186146
7328,0,0,-1.089395165,1,0,1,1.494315147
4590,0,0,-3.972872972,1,0,1,3.362814188
9221,1,0,0.137632713,1,0,1,0.646230459
6368,0,0,2.411251307,1,1,0,-0.941089213
2098,1,1,-5.401628017,0,0,0,4.189084053
1375,0,0,-4.097221851,0,0,0,3.437736034
7469,0,0,-2.046537161,1,0,1,2.13870573
10498,1,1,-5.38928318,0,0,0,4.182281494
10932,0,0,-3.171842813,0,0,0,2.867547989
3229,1,0,-2.36066556,0,0,0,2.345652342
598,0,0,0.251998931,0,1,-1,0.566402495
68,1,0,-5.178672791,0,0,0,4.065294743
9259,1,0,-0.643307745,1,0,1,1.1882025
8663,1,0,-2.928426743,1,0,1,2.712957382
5880,0,0,-4.018143177,0,0,0,3.390153408
3347,0,1,-3.570568562,1,0,1,3.116743326
4826,0,0,-2.372740269,1,0,1,2.353556156
7581,0,0,-4.353331089,1,0,1,3.590299368
5183,0,0,-2.306480646,0,0,0,2.310135841
7259,1,0,-1.509103179,0,0,0,1.779214621
6862,0,0,-2.452486753,0,0,0,2.405661106
997,0,1,-3.487698317,1,0,1,3.065375805
7796,0,0,-0.831675053,1,0,1,1.317835569
633,1,1,-5.384874821,0,0,0,4.179850578
4940,0,0,1.650334239,1,1,0,-0.41211307
6274,0,0,3.407350063,1,1,0,-1.622054696
9494,1,0,-1.637114167,0,0,0,1.865419269
3208,0,1,-4.714576721,0,0,0,3.801389456
10805,1,0,0.307700396,0,1,-1,0.527493119
9648,1,0,-3.855983019,0,0,0,3.291891813
5321,1,1,-1.276027322,1,0,1,1.621410131
1884,1,0,-3.186892748,0,0,0,2.877046585
6199,1,0,1.406507134,1,1,0,-0.241679922
6006,0,1,-2.959874153,0,0,0,2.733030558
1710,1,0,-4.417457581,0,0,0,3.628125191
7517,0,1,-5.024718285,0,0,0,3.978673935
3862,1,0,-4.549814701,0,0,0,3.70571661
9306,0,0,-1.655954003,1,0,1,1.87807703
511,1,0,-4.268705845,0,0,0,3.540151358
8299,0,0,-2.883461237,0,0,0,2.684204102
6001,0,0,2.361006021,1,1,0,-0.906343162
8856,1,0,-2.78671217,0,0,0,2.622135639
5163,0,0,0.31493482,1,1,0,0.522438347
10073,0,0,-3.909157038,0,0,0,3.324213982
10427,1,0,-4.750754356,0,0,0,3.822258949
7210,0,0,-0.807207108,0,0,0,1.301026344
1367,0,0,-4.368037224,1,0,1,3.598987103
264,0,0,0.941506922,1,1,0,0.083904743
6378,0,0,1.535710692,1,1,0,-0.3320297
7370,0,0,-1.822950125,0,0,0,1.989936948
3316,1,1,-1.231188178,1,0,1,1.59093225
4387,0,0,0.705672622,1,1,0,0.249081969
9473,0,0,1.259237409,0,1,-1,-0.138616294
7214,0,1,-3.337003469,1,0,1,2.971391678
4761,0,0,-3.91432929,1,0,1,3.327352762
6159,0,0,3.166927576,0,1,-1,-1.459258318
1130,1,0,2.241891146,1,1,0,-0.823851705
6763,1,1,-4.746582508,0,0,0,3.819854975
762,1,0,-3.670330286,1,0,1,3.178277016
4512,0,0,-0.21188508,1,0,1,0.889568806
5914,0,0,-3.334574223,0,0,0,2.96987009
10111,0,0,-3.90978694,0,0,0,3.324596167
2667,1,0,-2.004390001,0,0,0,2.110752821
2496,1,0,0.636725008,0,1,-1,0.297355413
10055,0,0,0.195338294,0,0,0,0.605962515
6838,1,1,-3.622559309,1,0,1,3.148853302
6864,0,0,1.30823791,1,1,0,-0.172916189
1347,1,1,-4.336494446,1,0,1,3.58034277
7475,1,0,-5.102360725,0,0,0,4.022474766
8995,1,0,-0.918491662,0,0,0,1.377404332
10406,0,0,-1.713545084,0,0,0,1.916723013
6244,0,0,-2.28609252,1,0,1,2.296751738
895,1,0,-4.14647913,0,0,0,3.467262506
7130,1,0,-3.253047228,1,0,1,2.918712616
2800,0,0,-1.040319085,0,0,0,1.460793138
1692,1,0,-5.045873165,0,0,0,3.990631342
7005,0,0,-0.831570148,0,0,0,1.317763567
2687,1,0,-5.205568314,0,0,0,4.080331326
1577,0,0,-5.122426987,0,0,0,4.033756256
5984,0,0,-3.66155982,0,0,0,3.172881126
4564,1,0,-1.99814558,1,0,1,2.106607676
6638,0,0,-2.218268156,1,0,1,2.252151728
5801,1,0,-3.921640635,1,0,1,3.331788301
9056,0,0,-2.394972801,1,0,1,2.368099928
4873,0,1,-2.584541321,1,0,1,2.491564989
7009,0,0,-1.586239576,1,0,1,1.83120048
2586,1,0,-4.60106945,0,0,0,3.735588074
835,0,0,0.375540107,1,1,0,0.480081677
8172,0,0,-4.082332134,1,0,1,3.428793669
7272,0,0,-1.074465156,0,0,0,1.484121323
10394,0,0,-4.367993832,0,0,0,3.598961353
4476,0,0,1.224241257,1,1,0,-0.114115268
5383,0,1,-0.314153999,1,0,1,0.960554004
770,1,0,-5.118253708,0,0,0,4.031411171
4685,0,0,-0.617832005,1,0,1,1.170632124
6380,0,0,-1.059625268,0,0,0,1.473985434
6815,0,0,0.95220089,0,1,-1,0.076413803
10214,0,0,2.072552919,0,1,-1,-0.706309736
3051,0,0,-5.165098667,0,0,0,4.057694435
4204,0,0,-2.662767172,0,0,0,2.54222393
5458,0,0,-2.764178991,1,0,1,2.607640982
2630,0,0,-0.635723412,0,0,0,1.18297255
5288,1,0,-4.748780251,1,0,1,3.821121931
8487,1,0,-0.702297032,0,0,0,1.228853106
4801,1,0,-3.805151701,0,0,0,3.260901451
794,0,0,-2.094654799,1,0,1,2.170566559
2780,1,0,-5.247244835,0,0,0,4.103576183
10131,0,0,0.996989787,0,1,-1,0.045040097
8511,1,0,-2.785939932,0,0,0,2.621639252
10054,0,0,-3.879273176,0,0,0,3.306060314
4900,1,1,-5.038500786,0,0,0,3.986466169
9475,0,0,-4.250770092,0,0,0,3.529489517
5158,0,0,-5.031757832,0,0,0,3.98265481
9740,0,0,1.037892222,1,1,0,0.016389504
6356,0,0,-4.15515089,1,0,1,3.47245121
9436,0,0,0.982759297,1,1,0,0.05500821
9070,1,0,-2.265487909,0,0,0,2.283215284
5249,0,0,-3.359610796,0,0,0,2.985538006
7451,1,0,-5.160047531,0,0,0,4.054864407
7394,1,0,-4.44180584,0,0,0,3.64244771
10244,1,0,-4.485055923,1,0,1,3.66783452
8560,1,0,-4.849033356,0,0,0,3.878701448
59,1,0,-3.978812933,1,0,1,3.366405964
8980,0,0,-3.771318674,1,0,1,3.240225554
5722,0,0,-2.91473341,0,0,0,2.70420742
789,0,0,-3.693246365,0,0,0,3.192364931
3761,0,0,-2.103043318,1,0,1,2.176115036
7196,0,0,-4.255597115,0,0,0,3.532360315
5130,0,0,-4.565137863,0,0,0,3.714657545
7534,1,0,-4.528123856,1,0,1,3.693045616
8737,0,1,-1.387087345,0,0,0,1.696735978
157,1,0,-3.598899126,0,0,0,3.134251833
6303,0,1,-4.636133194,0,0,0,3.755966663
4774,1,0,-5.252959251,0,0,0,4.106758595
5836,0,0,-2.258501768,1,0,1,2.278622866
3812,0,0,-2.705120325,1,0,1,2.569580078
288,1,0,-3.717571974,1,0,1,3.207299709
9547,1,0,-3.072713614,0,0,0,2.804811001
2456,1,0,-1.099638939,0,0,0,1.501306891
1186,1,0,-2.33829546,1,0,1,2.330998898
1142,0,1,-4.005575657,0,0,0,3.38257122
7669,0,0,-4.667198181,0,0,0,3.773982525
541,0,1,-1.199320912,0,0,0,1.569249392
3498,0,0,-2.082123995,1,0,1,2.162274837
3038,1,1,-4.658983231,0,0,0,3.76922226
10971,1,0,-4.858976841,0,0,0,3.884391546
115,0,1,-3.994060516,1,0,1,3.375619173
327,1,0,-4.994271278,0,0,0,3.961433649
10017,1,0,-2.102159023,1,0,1,2.175529957
6762,1,0,-2.749588966,1,0,1,2.59824729
10721,1,0,-4.37594986,0,0,0,3.603658438
10361,1,1,-1.056067228,0,0,0,1.471554518
628,1,0,-4.118150234,1,0,1,3.450291634
2127,0,0,1.592221141,1,1,0,-0.371520817
5873,0,0,1.884866595,1,1,0,-0.575708151
8805,0,1,-5.159074783,0,0,0,4.054319859
4504,0,0,0.939055383,1,1,0,0.085622013
4720,1,1,-1.615152955,0,0,0,1.850654483
2771,1,0,-4.301987171,0,0,0,3.559904575
6118,1,1,-3.723263025,0,0,0,3.210790396
526,1,1,-2.333195925,0,0,0,2.327656746
8870,1,0,-3.434458256,0,0,0,3.032256126
6627,0,0,-4.548534393,0,0,0,3.704969645
9079,0,0,-2.333289862,1,0,1,2.327718019
4637,0,0,-4.349907398,1,0,1,3.588275433
6451,0,0,-1.766530514,1,0,1,1.95221436
10653,0,0,-5.006495476,0,0,0,3.968359709
4683,0,0,-4.495610237,0,0,0,3.674019337
8115,1,0,-4.458729267,0,0,0,3.652390003
6986,0,0,-2.914682627,0,0,0,2.704174995
10769,1,0,-4.958837986,0,0,0,3.941324711
722,1,0,-4.041252613,0,0,0,3.404081583
6180,0,0,-2.501418829,1,0,1,2.437547684
1639,0,0,-3.720330715,0,0,0,3.208992004
9147,1,0,-0.279156655,1,0,1,0.936274648
3711,1,0,-4.112905502,1,0,1,3.447146654
8143,1,0,-4.92335844,0,0,0,3.921141386
5282,1,0,-0.51805377,1,0,1,1.10173285
6836,1,0,-2.777448177,1,0,1,2.616178036
7991,0,0,-1.034042478,0,0,0,1.456502914
1158,1,0,-2.440449476,1,0,1,2.397806883
1990,0,0,-4.455434322,1,0,1,3.650454521
5406,0,0,-3.563531399,0,0,0,3.112390041
10411,0,0,1.182763219,0,1,-1,-0.085072443
2595,0,1,-5.391499519,0,0,0,4.183503151
4244,1,0,-4.385123253,1,0,1,3.609071493
3635,0,1,-3.034332991,0,0,0,2.780439138
9864,0,0,-4.198586941,1,0,1,3.498402357
6021,1,0,-2.900540352,1,0,1,2.695132494
3763,0,0,3.632800341,1,1,0,-1.773644686
9441,0,0,0.335057616,1,1,0,0.508376837
294,0,0,-4.149665356,0,0,0,3.46916914
8259,0,0,-5.162938118,0,0,0,4.056484222
4270,0,0,-2.353305817,0,0,0,2.34083271
2908,0,0,-2.018329859,0,0,0,2.120002985
496,1,1,-3.719195604,1,0,1,3.208295107
8283,1,1,-2.6243577,1,0,1,2.517371416
2294,1,0,-2.980250597,0,0,0,2.746021032
2634,1,0,-0.726774037,1,0,1,1.24570632
7843,1,0,-4.529273987,0,0,0,3.693718195
5114,1,0,2.636990309,1,1,0,-1.096788168
10980,0,0,-3.821628571,0,0,0,3.270956755
8533,0,0,-2.660867214,0,0,0,2.540995836
9269,0,1,-4.504471779,0,0,0,3.679208517
6332,0,0,-4.456395149,1,0,1,3.651018858
3562,0,0,-5.169641495,0,0,0,4.060238838
6834,0,0,-4.472998142,0,0,0,3.660763979
7070,0,0,-0.724137962,0,0,0,1.243891716
4554,0,0,-0.19496423,0,0,0,0.877813578
5483,1,0,-3.775323629,0,0,0,3.242674828
3525,1,0,-4.549140453,0,0,0,3.705323219
1059,0,0,-1.409893155,0,0,0,1.712174177
2363,1,0,-4.124350071,0,0,0,3.454008579
1171,0,0,-4.236245155,0,0,0,3.520846605
990,1,1,-4.110996723,0,0,0,3.446002245
4670,1,1,-4.31342268,0,0,0,3.566682577
9172,0,0,-0.53777343,0,0,0,1.115359783
6586,1,1,-3.882011175,1,0,1,3.307725191
1928,0,0,1.160616279,0,1,-1,-0.069563732
5084,0,1,-4.040531635,0,0,0,3.403647661
4385,0,0,-3.26299262,1,0,1,2.92496419
5180,1,1,-4.685219765,0,0,0,3.784417391
3636,0,1,-3.525390625,0,0,0,3.088767767
5943,1,0,-4.354799747,0,0,0,3.59116745
1212,0,1,-2.841627121,1,0,1,2.657399416
1513,0,0,-1.875771642,1,0,1,2.025188208
9008,1,0,-4.993593216,0,0,0,3.961049318
6818,1,1,-4.867299557,1,0,1,3.889151096
1324,1,0,-4.479950428,0,0,0,3.664841413
8945,0,0,-0.5478158,0,0,0,1.122297764
2689,0,1,-4.470283508,0,0,0,3.659170866
15,0,0,-0.938863337,1,0,1,1.39136529
7327,0,0,-4.609595776,0,0,0,3.740548134
4256,0,0,-0.965405107,1,0,1,1.409544587
8437,0,0,-3.696551085,0,0,0,3.194394827
662,1,1,-2.991987705,0,0,0,2.753498077
3143,1,0,0.244303361,1,0,1,0.571776628
2625,0,0,-4.708042145,0,0,0,3.797614098
8138,0,0,-5.040060043,0,0,0,3.987346888
7356,1,0,-1.058950067,1,0,1,1.473524213
3982,0,0,-4.759499073,0,0,0,3.827296019
7821,1,0,-1.009190083,0,0,0,1.439509153
4450,0,0,-2.939678907,0,0,0,2.72014308
10956,1,1,-5.345544815,0,0,0,4.158131123
7968,0,0,0.538961411,1,1,0,0.365781367
4922,0,0,-4.330781937,0,0,0,3.576962709
7676,1,0,-4.191328526,1,0,1,3.494070768
6809,0,0,-2.450029373,0,0,0,2.404058218
2280,0,0,-0.415584356,1,0,1,1.030844688
4247,0,0,-1.779075027,0,0,0,1.960607767
10837,0,0,-0.588537633,0,0,0,1.15041697
6135,0,0,-1.258741975,1,0,1,1.609665513
7975,1,0,3.333116055,1,1,0,-1.571909666
2233,1,0,0.436540693,1,1,0,0.437430143
1455,0,0,-5.216771126,0,0,0,4.086586952
6705,1,1,-2.230608225,0,0,0,2.260274887
1123,0,0,0.076687954,0,0,0,0.688733101
3236,0,0,2.533819437,1,1,0,-1.025713444
10326,0,0,2.613888025,1,1,0,-1.080886126
4884,1,0,-4.475230217,0,0,0,3.662073374
8617,0,0,-2.251354694,0,0,0,2.273923635
9656,0,0,-3.098363876,1,0,1,2.821074009
7605,0,0,-4.98773098,1,0,1,3.957726002
1755,0,1,-2.132781267,0,0,0,2.195770741
2576,1,0,-1.542768478,1,0,1,1.801918507
3043,0,0,-1.488819361,0,0,0,1.765524268
2133,1,0,-1.398321509,1,0,1,1.704342008
9905,1,0,-1.119224787,1,0,1,1.514670491
9662,1,0,-4.323304176,0,0,0,3.572535515
1943,0,0,-3.074839354,1,0,1,2.806159258
7953,0,0,-3.78981185,0,0,0,3.251532078
7276,1,0,-4.977897644,0,0,0,3.952147484
7620,0,0,-4.62311697,0,0,0,3.748407125
5719,0,0,-0.418946266,0,0,0,1.033172369
5957,1,0,0.881441295,1,1,0,0.125979289
356,0,0,-2.644543886,0,0,0,2.530437946
8016,0,0,-1.022451282,1,0,1,1.448578119
567,1,1,-5.400047302,0,0,0,4.188212872
1152,1,1,-0.073444232,0,0,0,0.793311059
1683,0,1,-2.171936989,1,0,1,2.221617699
6793,1,1,-4.261557579,0,0,0,3.535903692
5958,0,0,-0.447753042,1,0,1,1.053112626
8871,0,0,-2.207520962,1,0,1,2.245073795
2261,0,1,-5.361781597,0,0,0,4.167105198
148,1,1,-5.468743801,0,0,0,4.225961208
522,1,0,-4.693630695,0,0,0,3.789283514
8209,1,0,1.170353174,0,1,-1,-0.07638225
7656,0,0,-3.840189934,0,0,0,3.282272816
4643,0,0,2.4054811,1,1,0,-0.937100589
1163,0,0,-1.139655113,0,0,0,1.528602958
2529,0,0,-4.166279793,1,0,1,3.479106903
3985,0,0,1.718712091,1,1,0,-0.459848881
5687,1,0,-1.137574792,1,0,1,1.527184606
8403,0,0,-2.122875452,1,0,1,2.189225435
2733,1,0,-5.186570168,0,0,0,4.069712639
7922,0,0,-0.751831234,0,0,0,1.262950182
3909,1,0,1.653457403,1,1,0,-0.414294064
960,1,0,-1.222949624,1,0,1,1.58532846
10921,0,0,-3.567375422,0,0,0,3.114768028
6955,0,0,1.036111116,1,1,0,0.017637078
7660,0,0,-3.26954174,0,0,0,2.929080009
4105,1,0,0.988957942,1,1,0,0.050666198
3375,0,0,-1.778015733,1,0,1,1.959899068
2724,1,0,-4.666702271,1,0,1,3.77369523
2870,0,0,-0.426555425,1,0,1,1.038440466
6888,0,1,-3.512378454,0,0,0,3.080698013
113,0,0,-2.94113946,1,0,1,2.721075535
9550,0,0,1.013902068,1,1,0,0.033193562
10423,1,0,-3.649071455,1,0,1,3.165192127
