id,race,sex,score,true_label,predicted_label,true-pred,predicted-race,predicted-sex
789,0,0,0.064337537,1,1,0,1,1
850,1,0,-0.645071447,0,0,0,1,1
4016,2,1,-0.765461802,0,0,0,1,1
412,2,0,-2.223862648,0,0,0,1,1
1646,2,1,-1.325138807,1,0,1,1,1
4834,0,0,1.719531059,1,1,0,2,0
4158,2,0,-0.002632344,1,0,1,1,1
759,0,0,-0.88692373,0,0,0,1,1
1171,0,1,-1.182070971,0,0,0,1,1
5284,2,0,0.244027987,1,1,0,1,1
4126,0,0,0.542571604,1,1,0,1,1
4267,0,0,-0.745433092,0,0,0,1,1
4902,2,0,-0.839106083,1,0,1,1,1
5796,0,0,-0.378894359,1,0,1,1,1
1218,0,0,-0.261724025,0,0,0,1,1
144,0,1,-2.136105537,0,0,0,1,1
2490,0,0,-1.644867301,0,0,0,1,1
3329,0,1,-0.865579009,1,0,1,1,1
2750,2,0,-0.82565558,1,0,1,1,1
322,2,0,-0.598007917,1,0,1,1,1
2788,0,0,0.272589594,1,1,0,1,1
4698,0,0,-0.751218855,1,0,1,1,1
5179,1,0,-1.933546305,1,0,1,1,1
3729,0,0,-0.851008594,1,0,1,1,1
1018,0,0,-2.308358908,0,0,0,1,1
2048,2,0,-0.051270835,1,0,1,1,1
175,0,0,-1.300779462,0,0,0,1,1
5330,2,1,-0.684904277,0,0,0,1,1
3311,1,0,-0.781360269,0,0,0,1,1
2209,0,0,-1.969899535,0,0,0,1,1
456,2,1,-2.64712429,0,0,0,1,1
5042,0,0,-1.332464218,0,0,0,1,1
3328,0,0,-0.555918574,1,0,1,1,1
3623,0,0,-0.362434477,0,0,0,1,1
5298,2,1,-1.350075006,1,0,1,1,1
1698,0,0,-1.350556135,0,0,0,1,1
2184,0,0,-0.000274816,1,0,1,1,1
5030,2,0,-0.863520503,0,0,0,1,1
5960,0,1,0.43236658,1,1,0,1,1
4101,2,1,-1.67280364,1,0,1,1,1
4389,1,0,-1.851437092,0,0,0,1,1
2263,1,1,-2.679882765,0,0,0,1,1
3098,0,0,-0.976807117,0,0,0,1,1
3027,0,0,-0.431617707,0,0,0,1,1
5406,0,0,-1.230725288,1,0,1,1,1
3395,0,0,0.630441487,1,1,0,1,1
360,0,0,-0.819067061,0,0,0,1,1
5020,2,0,-1.455412149,0,0,0,1,1
1345,1,0,-1.452027321,1,0,1,1,1
3297,2,0,-1.298086882,0,0,0,1,1
5876,0,1,-1.655510187,1,0,1,1,1
4087,0,0,-0.550618649,0,0,0,1,1
5206,0,0,1.831545711,1,1,0,2,0
1921,4,0,-1.297559023,0,0,0,1,1
2231,0,0,-0.199322596,1,0,1,1,1
5395,0,0,-1.328486204,0,0,0,1,1
5441,2,0,-1.920956016,1,0,1,1,1
5083,0,0,-0.290751517,1,0,1,1,1
2129,1,1,-1.633389354,1,0,1,1,1
4012,2,0,-0.121820658,1,0,1,1,1
568,2,1,-1.3202492,0,0,0,1,1
1693,2,0,-2.447249174,0,0,0,1,1
2418,0,0,-0.979037881,0,0,0,1,1
5478,0,0,-1.150097132,0,0,0,1,1
1515,0,1,-0.823040843,0,0,0,1,1
910,0,0,-0.990831196,1,0,1,1,1
2515,0,0,-0.56728369,1,0,1,1,1
5781,2,1,-1.894677639,0,0,0,1,1
1367,0,0,0.104989462,1,1,0,1,1
2872,2,1,-2.43473649,0,0,0,1,1
3425,0,0,-0.761532128,1,0,1,1,1
5784,0,0,-1.338547468,0,0,0,1,1
349,0,0,-1.073953748,0,0,0,1,1
283,0,0,-0.687330127,1,0,1,1,1
2832,2,1,-0.449793994,1,0,1,1,1
320,2,0,-0.12598516,0,0,0,1,1
2385,2,1,-2.502540588,0,0,0,1,1
1053,1,0,-1.621935248,0,0,0,1,1
463,2,0,-1.583187342,0,0,0,1,1
2344,2,0,-1.258589029,0,0,0,1,1
2983,0,0,0.201842517,1,1,0,1,1
4782,2,0,-0.257365406,1,0,1,1,1
579,1,1,-1.013829231,0,0,0,1,1
3683,2,0,-0.467423499,1,0,1,1,1
1745,0,1,-2.421884537,0,0,0,1,1
5138,0,0,1.409979105,1,1,0,0,0
5887,0,0,-1.142995,0,0,0,1,1
3762,1,0,-2.221503735,0,0,0,1,1
4786,0,0,-0.416569829,1,0,1,1,1
3485,1,0,0.084501982,1,1,0,1,1
2640,0,0,-0.074858248,1,0,1,1,1
1037,2,0,-0.990001559,1,0,1,1,1
915,1,0,-1.031303167,0,0,0,1,1
552,2,1,-0.705770552,0,0,0,1,1
3910,0,0,-0.542218447,1,0,1,1,1
1050,0,0,-0.302928716,0,0,0,1,1
5082,2,0,-1.839184046,0,0,0,1,1
1541,2,0,-1.698937654,0,0,0,1,1
2168,0,0,-1.335649252,1,0,1,1,1
5382,0,1,-1.370010138,0,0,0,1,1
952,0,0,-1.83444953,0,0,0,1,1
4656,2,0,-1.735507727,0,0,0,1,1
4936,2,0,-0.989417315,0,0,0,1,1
939,2,0,-2.573427916,0,0,0,1,1
602,2,0,-1.76672399,0,0,0,1,1
4962,1,0,-1.540044308,1,0,1,1,1
4350,2,1,-0.1617302,1,0,1,1,1
3905,2,1,-1.409748316,1,0,1,1,1
3625,0,0,0.611498356,1,1,0,1,1
726,2,1,-2.356881142,0,0,0,1,1
4824,0,0,-0.090263903,1,0,1,1,1
5077,2,0,-0.020891177,1,0,1,1,1
4326,0,0,-1.332230687,0,0,0,1,1
2605,0,1,-0.955443501,1,0,1,1,1
3010,2,0,-1.43880105,0,0,0,1,1
1561,2,0,-2.394371033,0,0,0,1,1
6076,2,0,-1.851120353,0,0,0,1,1
4086,0,0,-1.01060462,1,0,1,1,1
5569,0,0,-1.0193398,1,0,1,1,1
2951,2,0,-0.903793454,1,0,1,1,1
6061,1,0,-1.800358891,0,0,0,1,1
4111,2,1,-1.981627226,0,0,0,1,1
6025,5,1,-1.100663781,0,0,0,1,1
2876,2,0,-0.685868859,1,0,1,1,1
328,0,1,-0.842238188,0,0,0,1,1
4319,2,0,0.630759478,1,1,0,1,1
431,0,0,0.06636472,0,1,-1,1,1
2906,0,0,-0.311763912,1,0,1,1,1
6033,5,0,0.462419242,1,1,0,1,1
220,0,0,-0.828203142,0,0,0,1,1
5801,2,0,0.358547151,1,1,0,1,1
5644,2,1,-1.617780089,1,0,1,1,1
873,2,0,-0.680166602,1,0,1,1,1
830,1,0,-2.005761385,0,0,0,1,1
2930,0,1,-0.900218427,0,0,0,1,1
4321,2,0,-0.174638897,0,0,0,1,1
2793,2,1,0.132597685,0,1,-1,1,1
344,0,0,0.18649973,1,1,0,1,1
4125,2,0,-2.073159695,0,0,0,1,1
372,0,0,-1.734637976,1,0,1,1,1
3385,0,0,0.052076116,1,1,0,1,1
6124,0,0,-1.13845253,0,0,0,1,1
2613,0,0,-0.393602699,0,0,0,1,1
4227,0,0,-0.130664885,1,0,1,1,1
5066,2,0,-1.537864208,0,0,0,1,1
1126,2,0,-0.737654507,1,0,1,1,1
2574,0,0,-1.599880457,0,0,0,1,1
5749,0,0,-0.245534018,1,0,1,1,1
1835,0,0,-1.190748215,0,0,0,1,1
5604,0,0,-1.272413731,1,0,1,1,1
3041,1,1,-1.41211915,1,0,1,1,1
4971,0,0,2.020042896,1,1,0,2,0
2568,0,0,-1.678006887,0,0,0,1,1
4240,1,0,-2.226840496,1,0,1,1,1
3960,2,0,-1.216912508,0,0,0,1,1
2600,1,0,-0.673335969,1,0,1,1,1
4908,2,0,-0.45278132,1,0,1,1,1
3774,2,1,-1.875581622,1,0,1,1,1
1553,5,0,-1.507718205,0,0,0,1,1
2596,0,0,0.494710207,1,1,0,1,1
4973,2,0,0.492622077,1,1,0,1,1
3177,1,0,-0.33865574,1,0,1,1,1
2139,2,0,-1.696301341,0,0,0,1,1
3978,1,0,-0.386614472,1,0,1,1,1
515,5,0,-1.729684234,1,0,1,1,1
4998,2,0,-1.513419509,0,0,0,1,1
2007,0,1,-0.616386414,1,0,1,1,1
5842,0,0,-1.008937478,1,0,1,1,1
839,2,0,-2.096534729,1,0,1,1,1
1139,2,0,-1.707274437,0,0,0,1,1
5692,0,0,-0.665002227,1,0,1,1,1
3919,2,0,-1.869369745,0,0,0,1,1
3412,0,0,-0.164316282,1,0,1,1,1
5078,0,0,-0.646432996,1,0,1,1,1
1316,1,0,-1.667794704,0,0,0,1,1
3939,0,0,0.50168407,0,1,-1,1,1
406,0,0,0.346431255,1,1,0,1,1
1841,2,0,-2.118259907,0,0,0,1,1
2649,5,0,-0.238047361,1,0,1,1,1
2589,2,0,-1.962887764,1,0,1,1,1
4438,2,0,-1.015592813,0,0,0,1,1
3975,2,0,-1.502889872,1,0,1,1,1
4891,2,0,-1.478094578,0,0,0,1,1
3180,1,0,-1.366363287,0,0,0,1,1
710,2,0,-1.598753452,0,0,0,1,1
1252,0,0,-0.584172547,1,0,1,1,1
4763,0,0,0.065544777,1,1,0,1,1
4416,0,0,-1.033468843,0,0,0,1,1
4952,2,0,-1.820364475,0,0,0,1,1
3976,0,0,-1.112710953,0,0,0,1,1
4512,2,0,-1.751583099,0,0,0,1,1
2740,2,0,-2.055798531,0,0,0,1,1
3066,5,0,-0.773924112,0,0,0,1,1
2840,1,0,-1.185373902,1,0,1,1,1
2466,1,0,-1.131608009,0,0,0,1,1
5091,0,0,-1.336012483,0,0,0,1,1
3551,5,0,0.069007367,1,1,0,1,1
3670,2,0,-0.79264164,0,0,0,1,1
2532,2,0,-0.953908563,0,0,0,1,1
112,0,0,0.833251357,1,1,0,1,1
4068,0,0,-1.267921567,0,0,0,1,1
64,0,0,-0.589491248,1,0,1,1,1
1438,2,0,-2.512918472,0,0,0,1,1
1357,0,0,-1.773396134,0,0,0,1,1
5345,2,0,-1.071781516,1,0,1,1,1
3035,0,0,-1.382643223,0,0,0,1,1
3307,0,0,0.356525838,1,1,0,1,1
3339,0,1,-1.560514212,1,0,1,1,1
2432,0,1,-0.892550588,0,0,0,1,1
3296,0,0,0.637707114,1,1,0,1,1
5681,0,0,-0.495565444,0,0,0,1,1
3824,2,0,-1.814912796,0,0,0,1,1
5913,0,0,-0.166194007,1,0,1,1,1
1986,2,0,-1.957208395,0,0,0,1,1
523,0,0,-1.873951912,0,0,0,1,1
1043,1,0,-0.860330105,1,0,1,1,1
1311,1,0,-1.756707311,1,0,1,1,1
2109,0,1,-2.708898067,0,0,0,1,1
3151,0,1,0.009347798,1,1,0,1,1
1059,2,0,-2.47341156,0,0,0,1,1
1759,0,0,-1.644204021,1,0,1,1,1
1770,2,0,-1.189685345,1,0,1,1,1
280,0,0,-0.639025509,0,0,0,1,1
2685,0,1,-1.283534884,1,0,1,1,1
2993,2,0,-2.213873386,0,0,0,1,1
4213,0,0,-0.733366907,1,0,1,1,1
2520,0,0,-0.841644883,1,0,1,1,1
5495,0,0,-0.071797341,0,0,0,1,1
197,1,1,-2.015576363,0,0,0,1,1
258,5,0,-0.526127398,0,0,0,1,1
5177,1,0,-1.648824453,0,0,0,1,1
1155,2,0,-2.056249619,1,0,1,1,1
2602,0,0,-1.003197074,0,0,0,1,1
4413,2,0,-0.798045456,0,0,0,1,1
2404,0,0,0.086978316,1,1,0,1,1
3338,0,0,-0.021903263,0,0,0,1,1
4785,0,0,-0.719214022,0,0,0,1,1
5660,0,0,-0.979617715,1,0,1,1,1
1951,2,0,-2.01459074,0,0,0,1,1
1558,1,0,-1.754217625,0,0,0,1,1
5038,2,0,-2.10110569,0,0,0,1,1
1659,0,0,-1.188456297,1,0,1,1,1
906,2,0,-1.720702171,1,0,1,1,1
775,1,0,-0.497323185,1,0,1,1,1
1796,0,1,-0.362496912,1,0,1,1,1
5830,0,0,-0.257008761,0,0,0,1,1
5515,0,0,-1.424986959,0,0,0,1,1
4885,0,0,-1.298172474,0,0,0,1,1
5618,0,0,2.186310291,0,1,-1,2,0
983,2,0,-0.871052265,0,0,0,1,1
5839,0,0,-0.870161116,1,0,1,1,1
4970,2,0,-1.106405497,1,0,1,1,1
3298,0,0,-1.352405071,1,0,1,1,1
5686,0,0,-1.046835303,1,0,1,1,1
2197,2,0,-2.396565914,1,0,1,1,1
1092,2,0,-2.594162226,0,0,0,1,1
4519,0,0,-0.983687758,0,0,0,1,1
2462,0,0,-0.942795873,1,0,1,1,1
1502,2,1,-2.132544994,0,0,0,1,1
3318,2,0,-1.142271996,1,0,1,1,1
732,0,1,-2.506619453,0,0,0,1,1
413,0,0,-0.697573781,1,0,1,1,1
6062,2,0,-1.038693786,1,0,1,1,1
31,5,0,-2.314190865,0,0,0,1,1
5672,2,0,-0.2808294,1,0,1,1,1
5512,2,0,-0.924803376,0,0,0,1,1
4243,5,0,-1.62733078,1,0,1,1,1
1443,0,0,-1.051255107,1,0,1,1,1
4014,0,0,-0.770085633,0,0,0,1,1
1606,1,0,-0.977701426,1,0,1,1,1
5175,2,0,-0.882574797,1,0,1,1,1
1948,0,0,-0.714259923,1,0,1,1,1
5539,2,0,-0.210484967,1,0,1,1,1
1892,0,0,-0.569553077,0,0,0,1,1
241,0,0,-1.58364594,0,0,0,1,1
3678,0,0,-1.541348934,0,0,0,1,1
3267,0,0,-0.439716369,1,0,1,1,1
4431,2,0,-2.023704529,0,0,0,1,1
2065,2,0,0.167121395,1,1,0,1,1
4878,2,0,-1.611017704,0,0,0,1,1
1,0,0,-1.634494662,1,0,1,1,1
2579,0,0,-1.192195773,0,0,0,1,1
4779,0,0,1.437950611,0,1,-1,0,0
63,0,1,-0.411087334,0,0,0,1,1
4108,2,1,-1.955575466,0,0,0,1,1
1620,0,0,-1.80426085,0,0,0,1,1
3605,2,0,-1.833090067,0,0,0,1,1
6054,2,0,-1.082090855,0,0,0,1,1
4132,0,0,-0.547007561,0,0,0,1,1
3787,0,0,-0.829171777,1,0,1,1,1
477,0,0,-0.208257645,1,0,1,1,1
2181,2,0,-1.290518522,0,0,0,1,1
3097,2,0,-1.577561617,0,0,0,1,1
5262,0,1,-1.444602013,1,0,1,1,1
3528,0,0,-0.118970066,1,0,1,1,1
1581,2,0,-0.127963066,1,0,1,1,1
4360,0,0,-0.675927222,1,0,1,1,1
2395,1,0,-1.390126228,0,0,0,1,1
1206,0,0,-0.393335491,1,0,1,1,1
418,0,0,0.711769819,1,1,0,1,1
4143,2,0,-1.19895041,0,0,0,1,1
50,2,1,-2.166781425,1,0,1,1,1
4486,0,0,-0.980838537,1,0,1,1,1
1817,0,0,0.665293694,1,1,0,1,1
3371,0,1,-1.216814995,0,0,0,1,1
5294,2,0,-0.340302736,0,0,0,1,1
2146,5,0,-0.418862581,1,0,1,1,1
2839,2,0,-1.864448309,0,0,0,1,1
3780,2,0,-1.915078402,0,0,0,1,1
2847,0,0,0.282319486,1,1,0,1,1
3837,0,0,-0.182814911,1,0,1,1,1
415,2,0,-1.850599051,0,0,0,1,1
608,0,0,-1.751115322,0,0,0,1,1
179,0,0,-1.253669739,0,0,0,1,1
3456,0,1,-1.943334579,1,0,1,1,1
2487,2,0,-1.361245036,1,0,1,1,1
5102,0,0,-0.561336994,1,0,1,1,1
394,2,0,-0.97803247,0,0,0,1,1
3564,0,0,1.11291194,1,1,0,1,1
4461,0,0,-0.69428277,1,0,1,1,1
1196,2,0,-1.103175521,0,0,0,1,1
1814,0,1,-0.589463115,1,0,1,1,1
2093,0,0,-1.395146608,0,0,0,1,1
3014,0,1,-1.375990629,1,0,1,1,1
750,0,0,-1.118147731,1,0,1,1,1
4663,2,0,-2.058775425,0,0,0,1,1
5361,0,0,0.404388964,1,1,0,1,1
3091,2,0,-1.313871026,0,0,0,1,1
5386,2,1,-0.707393408,0,0,0,1,1
405,1,0,-2.586561203,0,0,0,1,1
2337,0,0,-0.152562156,1,0,1,1,1
4622,1,0,0.983160317,1,1,0,1,1
2977,1,1,-1.657616019,0,0,0,1,1
3947,0,0,-0.915799856,1,0,1,1,1
923,0,1,-2.530462265,0,0,0,1,1
4439,2,1,-1.874590635,0,0,0,1,1
5939,0,0,-0.602891684,0,0,0,1,1
1283,0,0,-1.136196256,1,0,1,1,1
6064,2,0,-1.050447583,0,0,0,1,1
3495,0,1,-2.444704056,0,0,0,1,1
278,0,0,-0.698744178,0,0,0,1,1
5470,0,0,-1.197996736,0,0,0,1,1
3966,2,0,-1.238998771,0,0,0,1,1
5745,0,0,2.068109751,1,1,0,2,0
1364,0,0,-1.499341011,0,0,0,1,1
1072,1,1,-1.993205309,1,0,1,1,1
1131,0,0,-0.922416568,1,0,1,1,1
2144,0,1,-0.386742949,0,0,0,1,1
5523,0,1,-1.988396168,0,0,0,1,1
4550,0,0,-0.813543439,1,0,1,1,1
5984,0,1,-1.713978052,0,0,0,1,1
2910,0,1,-1.244160414,0,0,0,1,1
930,2,0,-2.517808199,0,0,0,1,1
5540,0,0,-0.763993382,1,0,1,1,1
3588,0,1,-0.487550676,1,0,1,1,1
2300,2,0,-0.294859946,1,0,1,1,1
5571,0,0,-1.223608971,1,0,1,1,1
2856,0,0,0.062417358,1,1,0,1,1
4745,2,0,-0.467923641,1,0,1,1,1
5884,0,0,-0.177054897,0,0,0,1,1
1748,2,0,-2.189657211,1,0,1,1,1
379,0,1,-1.063494444,0,0,0,1,1
4990,2,0,-1.736059546,0,0,0,1,1
3891,1,0,-1.694550753,0,0,0,1,1
3845,0,0,0.161773905,1,1,0,1,1
247,1,0,-2.33590126,0,0,0,1,1
4691,2,0,-0.438928485,0,0,0,1,1
4507,1,0,-1.944243312,0,0,0,1,1
3435,1,0,-0.416643083,1,0,1,1,1
1722,0,1,-1.378033757,0,0,0,1,1
4922,0,0,-0.0202823,1,0,1,1,1
2009,2,0,-0.611710787,0,0,0,1,1
907,2,0,-1.565328836,0,0,0,1,1
1229,2,0,-2.442010403,0,0,0,1,1
2112,0,0,-1.180067062,0,0,0,1,1
3288,2,0,-0.945634961,1,0,1,1,1
3703,2,0,-1.917455912,1,0,1,1,1
2108,0,0,-2.159889936,0,0,0,1,1
4644,2,1,-1.007508516,0,0,0,1,1
2038,2,0,-1.082949281,0,0,0,1,1
196,2,0,-1.580314159,0,0,0,1,1
2973,2,0,-0.833353043,1,0,1,1,1
973,0,0,0.143529832,1,1,0,1,1
5158,2,0,-0.419368237,0,0,0,1,1
1844,1,1,-2.563117504,1,0,1,1,1
5137,0,0,-0.879797578,1,0,1,1,1
4968,1,0,-1.085184813,0,0,0,1,1
4097,0,1,-1.249304891,0,0,0,1,1
5407,0,0,-1.325165272,0,0,0,1,1
928,2,0,-0.585192084,0,0,0,1,1
4566,2,0,-1.638446569,0,0,0,1,1
6040,2,0,0.129016191,1,1,0,1,1
3749,0,0,-0.550755382,0,0,0,1,1
2545,0,0,-1.148832798,1,0,1,1,1
5825,0,1,0.531939387,1,1,0,1,1
4146,0,0,-0.542855084,0,0,0,1,1
629,2,0,-1.974890232,0,0,0,1,1
4996,0,0,-0.965774477,0,0,0,1,1
2904,2,0,-0.680830657,1,0,1,1,1
1431,2,0,-2.01173234,1,0,1,1,1
4074,0,0,-0.038860232,1,0,1,1,1
2590,0,1,-0.62496078,1,0,1,1,1
2622,0,1,-0.198529512,1,0,1,1,1
3007,5,0,-0.054683175,1,0,1,1,1
4688,5,0,-1.683170557,0,0,0,1,1
817,0,0,-0.441835642,1,0,1,1,1
4767,0,0,0.144605294,1,1,0,1,1
1024,2,0,-2.131397247,0,0,0,1,1
2696,2,0,-2.306384563,1,0,1,1,1
3352,0,1,-0.614980221,1,0,1,1,1
1465,2,1,-2.65260911,0,0,0,1,1
3036,2,0,-0.444493681,1,0,1,1,1
5000,1,0,-1.82954812,1,0,1,1,1
3253,5,0,-2.466779232,0,0,0,1,1
5531,0,0,-1.585428715,1,0,1,1,1
1307,2,0,-0.53198719,0,0,0,1,1
3024,2,1,-1.23888588,0,0,0,1,1
1782,0,0,-0.60274756,0,0,0,1,1
4292,0,1,1.799975872,1,1,0,2,0
187,0,0,-2.018384933,0,0,0,1,1
816,0,0,-0.674681187,0,0,0,1,1
3534,2,0,-0.576751649,0,0,0,1,1
3320,1,0,-1.901036501,0,0,0,1,1
367,2,0,-2.599081516,0,0,0,1,1
113,2,0,-0.88245219,1,0,1,1,1
618,0,0,0.080843389,1,1,0,1,1
1681,0,0,-0.769765973,1,0,1,1,1
2147,2,1,0.566849113,1,1,0,1,1
976,0,0,-1.181139708,0,0,0,1,1
4099,0,0,-1.112359762,0,0,0,1,1
5254,0,0,-1.130340815,0,0,0,1,1
4236,2,0,-1.447978258,0,0,0,1,1
