id,race,sex,score,true_label,predicted_label,true-pred,predicted-race,predicted-sex
2639,0,0,-0.992797554,0,0,0,0,0
8676,0,0,-0.706352174,0,0,0,0,0
10556,0,1,-0.792905211,0,0,0,0,0
8633,2,0,-0.047313716,1,0,1,0,0
3990,0,0,0.454428524,1,1,0,0,0
7989,0,0,0.832469642,1,1,0,0,0
152,0,0,-0.754874647,0,0,0,0,0
8289,2,0,0.185532898,0,1,-1,0,0
4022,2,1,0.131940439,0,1,-1,0,0
5455,2,1,-0.810251057,0,0,0,0,0
9233,0,1,-0.765740752,0,0,0,0,0
6686,2,0,-0.941415608,1,0,1,0,0
8065,0,0,-0.408732712,1,0,1,0,0
5062,2,1,0.357694507,1,1,0,0,0
7974,0,0,-0.986039102,1,0,1,0,0
1314,0,0,1.999009609,1,1,0,3,1
4582,0,1,-0.05485845,0,0,0,0,0
5762,2,1,-1.283660889,1,0,1,0,0
5826,2,0,-1.547476053,0,0,0,0,0
7362,0,1,1.27160573,1,1,0,2,0
2027,0,0,-0.224346444,1,0,1,0,0
442,2,0,-0.721091926,1,0,1,0,0
7482,0,0,-0.142557368,1,0,1,0,0
1145,0,0,0.128730133,1,1,0,0,0
2740,0,0,-0.013504272,1,0,1,0,0
4029,1,0,-1.069618821,1,0,1,0,0
537,0,0,-0.447656304,0,0,0,0,0
3333,2,0,-0.979037583,1,0,1,0,0
5272,2,0,-1.290251255,0,0,0,0,0
7328,0,0,0.264251322,1,1,0,0,0
4590,1,0,-0.967501462,1,0,1,0,0
9221,2,0,0.656660736,1,1,0,0,0
6368,0,0,1.624969006,1,1,0,3,0
2098,2,1,-1.619688153,0,0,0,0,0
1375,1,0,-1.096740365,0,0,0,0,0
7469,0,0,0.006450906,1,1,0,0,0
10498,2,1,-1.680920601,0,0,0,0,0
10932,0,0,-0.422143728,0,0,0,0,0
3229,2,0,0.342010766,0,1,-1,0,0
598,0,0,0.705324411,0,1,-1,0,0
68,2,0,-1.609773517,0,0,0,0,0
9259,2,0,0.635797739,1,1,0,0,0
8663,5,0,-0.129074439,1,0,1,0,0
5880,0,0,-0.744395435,0,0,0,0,0
3347,0,1,-0.829437792,1,0,1,0,0
4826,1,0,-0.08822304,1,0,1,0,0
7581,0,0,-0.855297744,1,0,1,0,0
5183,0,0,-0.158968464,0,0,0,0,0
7259,2,0,0.675541937,0,1,-1,0,0
6862,0,0,-0.079034612,0,0,0,0,0
997,0,1,-0.774374187,1,0,1,0,0
7796,0,0,0.180763111,1,1,0,0,0
633,2,1,-1.619549036,0,0,0,0,0
4940,0,0,1.085742354,1,1,0,0,0
6274,1,0,1.743238091,1,1,0,3,0
9494,2,0,0.296994597,0,1,-1,0,0
3208,0,1,-1.568309546,0,0,0,0,0
10805,2,0,1.386099577,0,1,-1,3,0
9648,2,0,-0.671090305,0,0,0,0,0
5321,2,1,0.167246461,1,1,0,0,0
1884,5,0,-0.454066187,0,0,0,0,0
6199,2,0,1.226599574,1,1,0,0,0
6006,0,1,-0.355028898,0,0,0,0,0
1710,2,0,-1.079847217,0,0,0,0,0
7517,0,1,-1.623989105,0,0,0,0,0
3862,2,0,-1.128134727,0,0,0,0,0
9306,0,0,0.027293937,1,1,0,0,0
511,5,0,-0.999854743,0,0,0,0,0
8299,0,0,-0.287153393,0,0,0,0,0
6001,0,0,1.372717857,1,1,0,3,0
8856,5,0,-0.076630473,0,0,0,0,0
5163,1,0,0.635809302,1,1,0,0,0
10073,0,0,-0.690834582,0,0,0,0,0
10427,2,0,-1.370907784,0,0,0,0,0
7210,0,0,0.475600868,0,1,-1,0,0
1367,0,0,-1.101057172,1,0,1,0,0
264,1,0,0.500807464,1,1,0,0,0
6378,0,0,1.184851646,1,1,0,0,0
7370,0,0,-0.025967143,0,0,0,0,0
3316,2,1,0.692427814,1,1,0,0,0
4387,0,0,1.032420278,1,1,0,0,0
9473,0,0,0.88840723,0,1,-1,0,0
7214,0,1,-0.404880673,1,0,1,0,0
4761,1,0,-0.912818968,1,0,1,0,0
6159,0,0,1.65070796,0,1,-1,3,0
1130,2,0,1.813525319,1,1,0,3,0
6763,2,1,-1.203802824,0,0,0,0,0
762,2,0,-0.577105463,1,0,1,0,0
4512,0,0,0.670392811,1,1,0,0,0
5914,0,0,-0.442240119,0,0,0,0,0
10111,0,0,-0.67291975,0,0,0,0,0
2667,2,0,-0.102428854,0,0,0,0,0
2496,5,0,0.812112868,0,1,-1,0,0
10055,0,0,0.675629556,0,1,-1,0,0
6838,2,1,-0.39970696,1,0,1,0,0
6864,0,0,0.861465514,1,1,0,0,0
1347,2,1,-0.908926189,1,0,1,0,0
7475,2,0,-1.658993244,0,0,0,0,0
8995,2,0,0.501336575,0,1,-1,0,0
10406,0,0,-0.293900579,0,0,0,0,0
6244,1,0,-0.229375467,1,0,1,0,0
895,5,0,-0.967316031,0,0,0,0,0
7130,2,0,-0.368703455,1,0,1,0,0
2800,0,0,0.05917317,0,1,-1,0,0
1692,2,0,-1.486493707,0,0,0,0,0
7005,0,0,0.431004256,0,1,-1,0,0
2687,2,0,-1.695594311,0,0,0,0,0
1577,0,0,-1.369363666,0,0,0,0,0
5984,0,0,-0.550556302,0,0,0,0,0
4564,5,0,0.366230398,1,1,0,0,0
6638,0,0,-0.001445577,1,0,1,0,0
5801,2,0,-0.629337728,1,0,1,0,0
9056,0,0,-0.09255901,1,0,1,0,0
4873,0,1,-0.115192637,1,0,1,0,0
7009,0,0,0.115711182,1,1,0,0,0
2586,2,0,-1.178532362,0,0,0,0,0
835,0,0,0.752447486,1,1,0,0,0
8172,0,0,-0.755514622,1,0,1,0,0
7272,0,0,0.615249276,0,1,-1,0,0
10394,0,0,-0.847341359,0,0,0,0,0
4476,0,0,0.997119486,1,1,0,0,0
5383,0,1,0.192435801,1,1,0,0,0
770,2,0,-1.566339731,0,0,0,0,0
4685,0,0,0.649594486,1,1,0,0,0
6380,0,0,0.345822006,0,1,-1,0,0
6815,0,0,0.954131186,0,1,-1,0,0
10214,0,0,1.47726965,0,1,-1,3,0
3051,0,0,-1.336731672,0,0,0,0,0
4204,0,0,-0.08997491,0,0,0,0,0
5458,0,0,-0.292556226,1,0,1,0,0
2630,0,0,0.680172563,0,1,-1,0,0
5288,2,0,-1.481901169,1,0,1,0,0
8487,2,0,0.654073417,0,1,-1,0,0
4801,5,0,-0.64463979,0,0,0,0,0
794,0,0,0.147290036,1,1,0,0,0
2780,2,0,-1.75224185,0,0,0,0,0
10131,0,0,1.146084309,0,1,-1,0,0
8511,2,0,-0.563639224,0,0,0,0,0
10054,0,0,-0.591987193,0,0,0,0,0
4900,5,1,-1.481536746,0,0,0,0,0
9475,0,0,-0.796115279,0,0,0,0,0
5158,0,0,-1.137625933,0,0,0,0,0
9740,0,0,1.126399279,1,1,0,0,0
6356,1,0,-1.000290513,1,0,1,0,0
9436,0,0,0.992945015,1,1,0,0,0
9070,2,0,0.346804947,0,1,-1,0,0
5249,0,0,-0.502456665,0,0,0,0,0
7451,2,0,-1.732835293,0,0,0,0,0
7394,2,0,-1.113368273,0,0,0,0,0
10244,5,0,-1.065625668,1,0,1,0,0
8560,2,0,-1.36438477,0,0,0,0,0
59,2,0,-0.688834965,1,0,1,0,0
8980,1,0,-0.65624851,1,0,1,0,0
5722,0,0,0.050422933,0,1,-1,0,0
789,0,0,-0.782028615,0,0,0,0,0
3761,0,0,0.134472862,1,1,0,0,0
7196,0,0,-0.604299307,0,0,0,0,0
5130,0,0,-1.054470301,0,0,0,0,0
7534,2,0,-1.196840167,1,0,1,0,0
8737,0,1,0.673303664,0,1,-1,0,0
157,2,0,-0.594075859,0,0,0,0,0
6303,1,1,-1.217603683,0,0,0,0,0
4774,2,0,-1.79172492,0,0,0,0,0
5836,0,0,-0.01841395,1,0,1,0,0
3812,0,0,-0.193952516,1,0,1,0,0
288,2,0,-0.728768766,1,0,1,0,0
9547,2,0,-0.439978927,0,0,0,0,0
2456,2,0,0.684113741,0,1,-1,0,0
1186,2,0,-0.222429559,1,0,1,0,0
1142,0,1,-1.250278354,0,0,0,0,0
7669,0,0,-1.068519592,0,0,0,0,0
541,0,1,-0.108064413,0,0,0,0,0
3498,0,0,0.106051788,1,1,0,0,0
3038,2,1,-0.959884465,0,0,0,0,0
10971,2,0,-1.506561995,0,0,0,0,0
115,0,1,-1.240914941,1,0,1,0,0
327,2,0,-1.4673419,0,0,0,0,0
10017,5,0,-0.016166078,1,0,1,0,0
6762,2,0,-0.398420215,1,0,1,0,0
10721,2,0,-0.960298419,0,0,0,0,0
10361,2,1,0.295149058,0,1,-1,0,0
628,2,0,-0.790995061,1,0,1,0,0
2127,0,0,1.313221216,1,1,0,3,0
5873,0,0,1.229524016,1,1,0,0,0
8805,0,1,-1.677810788,0,0,0,0,0
4504,0,0,0.96874398,1,1,0,0,0
4720,2,1,0.601965368,0,1,-1,0,0
2771,2,0,-0.93997401,0,0,0,0,0
6118,2,1,-0.131895587,0,0,0,0,0
526,2,1,0.030441437,0,1,-1,0,0
8870,5,0,-0.391173989,0,0,0,0,0
6627,1,0,-1.280973911,0,0,0,0,0
9079,1,0,-0.066115022,1,0,1,0,0
4637,0,0,-0.929978132,1,0,1,0,0
6451,0,0,0.417320222,1,1,0,0,0
10653,0,0,-1.127460003,0,0,0,0,0
4683,1,0,-1.236021042,0,0,0,0,0
8115,5,0,-1.149895072,0,0,0,0,0
6986,1,0,-0.629179418,0,0,0,0,0
10769,2,0,-1.492844343,0,0,0,0,0
722,2,0,-0.782135308,0,0,0,0,0
6180,0,0,-0.144633994,1,0,1,0,0
1639,1,0,-0.992432296,0,0,0,0,0
9147,5,0,0.611170352,1,1,0,0,0
3711,2,0,-0.871696532,1,0,1,0,0
8143,5,0,-1.500813603,0,0,0,0,0
5282,2,0,0.613756835,1,1,0,0,0
6836,2,0,-0.415779889,1,0,1,0,0
7991,0,0,0.127212927,0,1,-1,0,0
1158,2,0,0.471163005,1,1,0,0,0
1990,0,0,-0.72113204,1,0,1,0,0
5406,1,0,-0.747137964,0,0,0,0,0
10411,0,0,0.82023865,0,1,-1,0,0
2595,1,1,-1.840776324,0,0,0,0,0
4244,2,0,-1.052912951,1,0,1,0,0
3635,0,1,-0.649442017,0,0,0,0,0
9864,0,0,-0.762879193,1,0,1,0,0
6021,2,0,-0.328596443,1,0,1,0,0
3763,0,0,1.855967522,1,1,0,3,0
9441,0,0,0.523578942,1,1,0,0,0
294,0,0,-0.998827636,0,0,0,0,0
8259,0,0,-1.206401587,0,0,0,0,0
4270,0,0,-0.088461414,0,0,0,0,0
2908,0,0,-0.096283093,0,0,0,0,0
496,2,1,-0.52780956,1,0,1,0,0
8283,2,1,0.093993485,1,1,0,0,0
2294,2,0,-0.579401135,0,0,0,0,0
2634,2,0,0.858065546,1,1,0,0,0
7843,2,0,-1.166066408,0,0,0,0,0
5114,2,0,1.882840514,1,1,0,3,0
10980,0,0,-0.629989028,0,0,0,0,0
8533,0,0,-0.307719201,0,0,0,0,0
9269,0,1,-1.10311532,0,0,0,0,0
6332,0,0,-0.799844921,1,0,1,0,0
3562,0,0,-1.324002981,0,0,0,0,0
6834,1,0,-1.20891571,0,0,0,0,0
7070,0,0,0.392719507,0,1,-1,0,0
4554,0,0,0.343666464,0,1,-1,0,0
5483,2,0,-0.721045852,0,0,0,0,0
3525,2,0,-1.117729187,0,0,0,0,0
1059,0,0,0.019649357,0,1,-1,0,0
2363,2,0,-0.814915955,0,0,0,0,0
1171,1,0,-1.19311142,0,0,0,0,0
990,2,1,-0.396271437,0,0,0,0,0
4670,2,1,-0.932340264,0,0,0,0,0
9172,0,0,0.307381988,0,1,-1,0,0
6586,2,1,-0.221194938,1,0,1,0,0
1928,1,0,0.815136135,0,1,-1,0,0
5084,0,1,-1.068802118,0,0,0,0,0
4385,0,0,-0.400469959,1,0,1,0,0
5180,5,1,-1.194781303,0,0,0,0,0
3636,0,1,-0.701628387,0,0,0,0,0
5943,5,0,-1.079539299,0,0,0,0,0
1212,0,1,-0.655659556,1,0,1,0,0
1513,0,0,0.266449392,1,1,0,0,0
9008,5,0,-1.563790679,0,0,0,0,0
6818,2,1,-1.167468548,1,0,1,0,0
1324,2,0,-1.130262852,0,0,0,0,0
8945,0,0,0.308442354,0,1,-1,0,0
2689,0,1,-1.410073638,0,0,0,0,0
15,0,0,0.273572594,1,1,0,0,0
7327,0,0,-1.03053093,0,0,0,0,0
4256,0,0,0.203190014,1,1,0,0,0
8437,0,0,-0.521411836,0,0,0,0,0
662,2,1,-0.317204148,0,0,0,0,0
3143,2,0,1.21896553,1,1,0,0,0
2625,1,0,-1.313895464,0,0,0,0,0
8138,0,0,-1.126339197,0,0,0,0,0
7356,3,0,-0.125296578,1,0,1,0,0
3982,0,0,-1.233719349,0,0,0,0,0
7821,2,0,0.66892302,0,1,-1,0,0
4450,0,0,-0.259367585,0,0,0,0,0
10956,2,1,-1.613890886,0,0,0,0,0
7968,0,0,0.820731044,1,1,0,0,0
4922,1,0,-1.192249775,0,0,0,0,0
7676,2,0,-0.94269675,1,0,1,0,0
6809,0,0,-0.258480519,0,0,0,0,0
2280,0,0,0.784558237,1,1,0,0,0
4247,0,0,0.167522863,0,1,-1,0,0
10837,0,0,0.46893093,0,1,-1,0,0
6135,0,0,0.553193688,1,1,0,0,0
7975,2,0,1.408648491,1,1,0,3,0
2233,2,0,0.978211343,1,1,0,0,0
1455,0,0,-1.457193017,0,0,0,0,0
6705,2,1,0.219720915,0,1,-1,0,0
1123,0,0,0.56123215,0,1,-1,0,0
3236,0,0,1.453478336,1,1,0,3,0
10326,0,0,1.57690382,1,1,0,3,0
4884,2,0,-1.08155942,0,0,0,0,0
8617,0,0,-0.100100905,0,0,0,0,0
9656,0,0,-0.270446807,1,0,1,0,0
7605,0,0,-1.054181457,1,0,1,0,0
1755,0,1,-0.388093501,0,0,0,0,0
2576,2,0,0.2455322,1,1,0,0,0
3043,0,0,0.055765513,0,1,-1,0,0
2133,5,0,0.285591334,1,1,0,0,0
9905,2,0,0.311057299,1,1,0,0,0
9662,2,0,-1.021851063,0,0,0,0,0
1943,0,0,-0.571950614,1,0,1,0,0
7953,1,0,-0.867563009,0,0,0,0,0
7276,2,0,-1.579962134,0,0,0,0,0
7620,0,0,-0.872547209,0,0,0,0,0
5719,0,0,0.560423195,0,1,-1,0,0
5957,5,0,1.022083282,1,1,0,0,0
356,1,0,-0.429828495,0,0,0,0,0
8016,0,0,0.312498719,1,1,0,0,0
567,2,1,-1.618673682,0,0,0,0,0
1152,5,1,0.44968763,0,1,-1,0,0
1683,0,1,-0.117560744,1,0,1,0,0
6793,2,1,-0.927437007,0,0,0,0,0
5958,0,0,0.582195103,1,1,0,0,0
8871,0,0,-0.041430335,1,0,1,0,0
2261,0,1,-2.017440796,0,0,0,0,0
148,2,1,-1.696157098,0,0,0,0,0
522,2,0,-1.203730345,0,0,0,0,0
8209,4,0,0.892592907,0,1,-1,0,0
7656,1,0,-0.805109799,0,0,0,0,0
4643,0,0,1.353684306,1,1,0,3,0
1163,0,0,0.528466642,0,1,-1,0,0
2529,0,0,-0.915554106,1,0,1,0,0
3985,1,0,1.275792837,1,1,0,2,0
5687,2,0,0.626619875,1,1,0,0,0
8403,0,0,0.000949196,1,1,0,0,0
2733,5,0,-1.792764068,0,0,0,0,0
7922,0,0,0.335398257,0,1,-1,0,0
3909,2,0,1.552881479,1,1,0,3,0
960,2,0,0.609632313,1,1,0,0,0
10921,0,0,-0.512304664,0,0,0,0,0
6955,0,0,1.197784901,1,1,0,0,0
7660,0,0,-0.429407299,0,0,0,0,0
4105,2,0,1.082159758,1,1,0,0,0
3375,1,0,-0.263644606,1,0,1,0,0
2724,2,0,-1.279992104,1,0,1,0,0
2870,0,0,0.454081386,1,1,0,0,0
6888,0,1,-0.707657516,0,0,0,0,0
113,0,0,-0.56238848,1,0,1,0,0
9550,0,0,0.915995061,1,1,0,0,0
10423,2,0,-0.585947692,1,0,1,0,0
1615,2,1,-1.370612979,0,0,0,0,0
7252,0,1,0.404674977,1,1,0,0,0
7526,2,0,-0.44453615,1,0,1,0,0
9354,2,0,-0.287278593,0,0,0,0,0
10552,2,1,-1.555226088,0,0,0,0,0
4471,2,0,-1.010629058,0,0,0,0,0
1643,2,0,-0.484977394,0,0,0,0,0
5364,2,1,-0.370485395,0,0,0,0,0
2611,0,1,-1.509143591,0,0,0,0,0
4305,1,0,-1.388938189,0,0,0,0,0
6401,2,0,-1.592074156,0,0,0,0,0
1803,2,0,-0.691256225,0,0,0,0,0
3159,2,0,-1.17212534,0,0,0,0,0
9398,0,0,-0.141259238,1,0,1,0,0
925,2,0,-1.027665615,0,0,0,0,0
3992,1,0,0.27594173,1,1,0,0,0
5315,1,0,-1.357397318,0,0,0,0,0
7932,0,0,-0.7564556,0,0,0,0,0
8831,1,0,-1.477913618,0,0,0,0,0
6661,2,0,-0.708902717,0,0,0,0,0
10185,0,0,-0.701455772,0,0,0,0,0
7551,0,0,-0.272669464,1,0,1,0,0
8610,2,0,-1.306544781,0,0,0,0,0
454,0,0,0.648677289,1,1,0,0,0
5226,0,0,2.093888998,0,1,-1,3,1
6808,5,0,-1.125430465,0,0,0,0,0
71,2,0,-0.792510092,1,0,1,0,0
9845,0,0,-1.036513925,0,0,0,0,0
8969,0,0,0.079906523,1,1,0,0,0
563,2,1,-1.576612115,1,0,1,0,0
9934,0,0,0.100603893,1,1,0,0,0
2588,1,0,-0.748166144,0,0,0,0,0
1424,2,0,0.066995308,1,1,0,0,0
4372,0,0,0.236745745,1,1,0,0,0
7577,1,1,-0.94363296,0,0,0,0,0
1917,2,0,-1.247153759,0,0,0,0,0
10990,2,0,1.094838381,1,1,0,0,0
3504,0,0,-0.338223845,0,0,0,0,0
5117,0,0,0.959439218,1,1,0,0,0
5869,2,0,0.557596684,0,1,-1,0,0
9165,0,0,0.612728655,0,1,-1,0,0
3286,5,0,-0.997477949,1,0,1,0,0
2415,1,0,-1.522455215,0,0,0,0,0
6442,0,0,0.086735934,1,1,0,0,0
6150,2,0,-0.985640824,0,0,0,0,0
4748,0,1,-1.337198257,0,0,0,0,0
7236,1,0,-1.716283083,0,0,0,0,0
4039,1,0,-0.786422074,0,0,0,0,0
10292,0,0,0.796371281,0,1,-1,0,0
5808,0,0,0.394326538,1,1,0,0,0
